MOVIE_NM,OPEN_DT,GENRE_NM,SP_LANG,GENRE_NM_sorted,SP_LANG_sorted
램스,2016-11-03,드라마,is,드라마,is
넥스트제네레이션패트레이버,2014-04-24,액션/SF,,SF/액션,
로마에서생긴일,2010-04-08,멜로/로맨스/코미디,,로맨스/멜로/코미디,
벤딩디아크세상을바꾸는힘,2017-11-09,다큐멘터리,,다큐멘터리,
안티크라이스트,2011-04-14,미스터리/드라마,en,드라마/미스터리,en
이파네마소년,2010-11-04,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
홈프론트가족을지켜라,2014-06-18,액션/드라마,,드라마/액션,
일탈여행프라이빗아일랜드,2013-08-29,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
윈드리버감독판,2017-09-21,스릴러/액션,,스릴러/액션,
벨과세바스찬계속되는모험,2017-08-10,드라마,,드라마,
최후의z,2016-12-28,드라마/SF/스릴러,en,SF/드라마/스릴러,en
정원을그리다모네에서마티스까지,2017-10-26,다큐멘터리,,다큐멘터리,
강철의연금술사미로스의성스러운별,2012-01-26,애니메이션/액션/판타지/어드벤처,,애니메이션/액션/어드벤처/판타지,
리멤버,2012-12-13,드라마/멜로/로맨스/전쟁,,드라마/로맨스/멜로/전쟁,
채식주의자,2010-02-18,드라마,ko,드라마,ko
천국의아이들,2012-05-24,드라마,ko,드라마,ko
무현두도시이야기파이널컷,2017-08-30,다큐멘터리,,다큐멘터리,
몬몬몬몬스터,2018-07-12,공포(호러)/스릴러,,공포(호러)/스릴러,
메리크리스마스미스터모,2017-12-14,코미디,ko,코미디,ko
미켈란젤로사랑과죽음,2018-05-31,다큐멘터리,en/it,다큐멘터리,en/it
퍼블릭에너미넘버원,2011-08-25,액션/범죄/드라마/스릴러,,드라마/범죄/스릴러/액션,
밤을걷는뱀파이어소녀,2015-06-25,공포(호러)/멜로/로맨스/스릴러,,공포(호러)/로맨스/멜로/스릴러,
로맨스조,2012-03-08,드라마/코미디,ko,드라마/코미디,ko
브라더오브더이어,2019-03-07,코미디,,코미디,
봄이가도,2018-09-13,드라마,ko,드라마,ko
토카레브,2014-10-23,액션/범죄/스릴러,,범죄/스릴러/액션,
인생을애니메이션처럼,2017-09-27,다큐멘터리/애니메이션/가족,,가족/다큐멘터리/애니메이션,
질투의역사,2019-03-14,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
파리사랑한날들,2011-04-07,멜로/로맨스,,로맨스/멜로,
라멜로디,2018-06-14,코미디/드라마,fr,드라마/코미디,fr
다우더,2014-11-06,가족/드라마,ko,가족/드라마,ko
투러버스앤베어,2017-03-30,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
세컨찬스,2015-06-11,드라마,,드라마,
그남자의사랑법,2013-05-09,멜로/로맨스/코미디,,로맨스/멜로/코미디,
삼총사2014,2014-08-07,어드벤처,,어드벤처,
미스체인지,2013-09-05,코미디,ko,코미디,ko
더펜션,2018-06-21,드라마,ko,드라마,ko
비바,2016-10-13,드라마,,드라마,
해피댄싱,2018-11-15,드라마,,드라마,
펠리니를찾아서,2018-07-12,어드벤처/드라마,,드라마/어드벤처,
릴라릴라,2011-09-22,코미디/멜로/로맨스,,로맨스/멜로/코미디,
리슨투유어하트,2011-05-04,드라마/멜로/로맨스,,드라마/로맨스/멜로,
테르마이로마이,2013-07-18,코미디/판타지,,코미디/판타지,
1999면회,2013-02-21,드라마,ko,드라마,ko
별이빛나는밤,2012-04-05,드라마,,드라마,
노엘의선물,2015-02-05,코미디/드라마/가족,fr,가족/드라마/코미디,fr
더박스,2012-04-19,스릴러,,스릴러,
마네의제비꽃여인베르트모리조,2014-07-03,드라마,,드라마,
고려아리랑천산의디바,2017-05-25,다큐멘터리,ru/ko,다큐멘터리,ko/ru
파코와마법동화책,2010-07-22,가족/판타지,,가족/판타지,
카르멘,2018-07-01,공연/멜로/로맨스,,공연/로맨스/멜로,
삼례,2016-06-23,드라마/판타지,ko,드라마/판타지,ko
미라클여행기,2015-01-15,다큐멘터리,ko,다큐멘터리,ko
파리시청앞에서의키스로베르두아노,2017-08-24,다큐멘터리,,다큐멘터리,
무명인,2014-05-29,미스터리/스릴러/액션,ja/ko,미스터리/스릴러/액션,ja/ko
루스베이더긴즈버그나는반대한다,2019-03-28,다큐멘터리,en,다큐멘터리,en
붉은가족,2013-11-06,드라마/액션,ko,드라마/액션,ko
노래로쏘아올린기적,2017-08-17,드라마,ar,드라마,ar
왕의이름으로2,2014-04-03,액션/어드벤처/드라마/판타지,,드라마/액션/어드벤처/판타지,
미친도시,2018-08-30,드라마,ko,드라마,ko
바람의검심교토대화재편,2015-02-26,액션/어드벤처,es/ja,액션/어드벤처,es/ja
노임팩트맨,2010-06-17,다큐멘터리,,다큐멘터리,
10분,2014-04-24,드라마,ko,드라마,ko
백발마녀전명월천국,2014-10-01,판타지/멜로/로맨스,,로맨스/멜로/판타지,
마마앤드파파,2010-05-20,드라마,,드라마,
모모세여기를봐,2014-10-30,멜로/로맨스,ja,로맨스/멜로,ja
맛있는비행,2015-10-22,멜로/로맨스,ko,로맨스/멜로,ko
세븐싸이코패스,2014-09-18,코미디,,코미디,
라잇온미,2012-11-01,멜로/로맨스,,로맨스/멜로,
카르멘,2015-12-07,드라마/뮤지컬,,드라마/뮤지컬,
완벽한거짓말,2017-08-24,스릴러,fr,스릴러,fr
와일드카드,2015-03-19,범죄/액션,,범죄/액션,
뱅뱅클럽,2012-02-02,드라마,,드라마,
네번,2011-10-20,드라마,,드라마,
볼케이노삶의전환점에선남자,2012-11-22,드라마,,드라마,
미피의동물원보물찾기,2014-03-27,애니메이션,,애니메이션,
가을우체국,2017-10-19,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
샘,2018-11-29,멜로/로맨스/코미디/드라마,ko,드라마/로맨스/멜로/코미디,ko
오페라투란도트메트로폴리탄,2010-01-10,공연,,공연,
아름다운별,2018-01-18,SF/드라마,ja,SF/드라마,ja
파울라,2017-11-09,드라마,,드라마,
영도,2015-09-10,드라마/범죄/미스터리,ko,드라마/미스터리/범죄,ko
멋진인생,2011-06-09,드라마/뮤지컬,ko,드라마/뮤지컬,ko
해피엔딩프로젝트,2014-02-20,드라마,,드라마,
하얀정글,2011-12-01,다큐멘터리,ko,다큐멘터리,ko
유닛7,2015-01-22,드라마/범죄/액션,,드라마/범죄/액션,
이민자,2012-04-12,드라마,,드라마,
6웨이투다이,2017-09-05,액션/스릴러,,스릴러/액션,
도쿄오아시스,2011-12-01,드라마,,드라마,
소리굽쇠,2014-10-30,드라마/미스터리,ko,드라마/미스터리,ko
철의심장을가진남자,2018-11-08,액션/스릴러/전쟁,,스릴러/액션/전쟁,
겁쟁이페달리로드,2016-01-14,애니메이션,,애니메이션,
그댄나의뱀파이어,2014-06-12,드라마/멜로/로맨스/코미디,ko,드라마/로맨스/멜로/코미디,ko
엔드오브디어스,2015-01-29,공포(호러)/스릴러,,공포(호러)/스릴러,
정글,2018-05-31,액션/어드벤처/드라마/스릴러,,드라마/스릴러/액션/어드벤처,
우리연애의이력,2016-06-29,멜로/로맨스,ko,로맨스/멜로,ko
제인구달,2014-11-27,다큐멘터리,,다큐멘터리,
밀레니엄제1부여자를증오한남자들,2012-01-05,스릴러,,스릴러,
페이퍼보이사형수의편지,2013-08-08,스릴러,,스릴러,
리벤져,2018-12-06,액션,en/ko,액션,en/ko
아이다,2012-12-22,공연,,공연,
바세코의아이들,2014-08-14,다큐멘터리,,다큐멘터리,
샷콜러,2018-05-04,범죄/액션/스릴러,,범죄/스릴러/액션,
케이트맥콜,2014-05-22,스릴러/드라마,,드라마/스릴러,
선종무문관,2018-12-13,드라마,,드라마,
호타루의빛,2012-09-06,멜로/로맨스/코미디,,로맨스/멜로/코미디,
극장판헌터x헌터팬텀루즈,2013-06-27,애니메이션,,애니메이션,
광인옥한흠,2017-12-28,다큐멘터리,,다큐멘터리,
더커널,2015-08-20,공포(호러),,공포(호러),
다이빙벨그후,2018-05-24,다큐멘터리,ko,다큐멘터리,ko
라이브인3d휘성잇츠리얼,2010-09-30,다큐멘터리,,다큐멘터리,
나인스라이프,2017-09-07,미스터리/스릴러,en,미스터리/스릴러,en
살인자의기억법새로운기억,2017-11-01,범죄/스릴러,,범죄/스릴러,
파리의한국남자,2016-01-28,드라마,ko,드라마,ko
굿바이평양,2011-03-03,다큐멘터리,ko,다큐멘터리,ko
전국천하영웅의시대,2013-05-16,액션/드라마/전쟁,,드라마/액션/전쟁,
지킬앤하이드,2013-03-06,뮤지컬/공연/멜로/로맨스/드라마/스릴러,,공연/드라마/로맨스/멜로/뮤지컬/스릴러,
실버벨,2016-12-15,코미디,,코미디,
롱폴링,2012-10-25,드라마,,드라마,
나와봄날의약속,2018-06-28,미스터리/판타지,ko,미스터리/판타지,ko
삼국무영자,2018-12-13,액션/드라마,zh,드라마/액션,zh
굿바이보이,2011-06-02,드라마,ko,드라마,ko
더원아이러브,2015-11-05,판타지/멜로/로맨스,en,로맨스/멜로/판타지,en
히치콕트뤼포,2016-08-25,다큐멘터리,,다큐멘터리,
이것이우리의끝이다,2014-06-26,드라마,ko,드라마,ko
오장군의발톱,2018-08-15,전쟁/드라마/판타지,ko,드라마/전쟁/판타지,ko
폴링스노우,2017-02-09,멜로/로맨스/스릴러,en,로맨스/멜로/스릴러,en
엽문4종극일전,2013-06-27,드라마/액션,,드라마/액션,
시간을달리는소녀,2011-03-24,판타지/드라마/멜로/로맨스,,드라마/로맨스/멜로/판타지,
집의시간들,2018-10-25,다큐멘터리,ko,다큐멘터리,ko
내일의죠,2011-06-30,드라마/액션,,드라마/액션,
남쪽으로간다,2012-11-15,멜로/로맨스,ko,로맨스/멜로,ko
바비,2010-02-04,드라마,,드라마,
고양이장례식,2015-01-15,멜로/로맨스,ko,로맨스/멜로,ko
재키앤라이언,2015-11-19,드라마,en,드라마,en
당신을오랫동안사랑했어요,2010-01-07,드라마,,드라마,
레디액션청춘,2014-11-13,드라마,ko,드라마,ko
아이다,2019-02-02,공연,,공연,
우리가들려줄이야기,2014-03-13,다큐멘터리,,다큐멘터리,
나이트오브컵스,2015-11-12,드라마/멜로/로맨스,de/en/sr,드라마/로맨스/멜로,de/en/sr
에벌리,2015-06-04,액션,en,액션,en
밀양아리랑,2015-07-16,다큐멘터리,,다큐멘터리,
세컨드마더,2015-11-12,가족/드라마,,가족/드라마,
기동전사건담디오리진탄생붉은혜성,2018-06-13,애니메이션,,애니메이션,
퍼스널이펙츠,2012-01-26,드라마,,드라마,
제7의봉인,2012-05-10,드라마,,드라마,
시간의종말,2016-11-03,다큐멘터리,,다큐멘터리,
플래티나데이터,2013-12-12,SF/스릴러/액션,,SF/스릴러/액션,
레인보우,2010-11-18,드라마,ko,드라마,ko
rec알이씨,2011-11-24,멜로/로맨스,,로맨스/멜로,
미이라피라미드의비밀,2014-07-31,액션/어드벤처/공포(호러),,공포(호러)/액션/어드벤처,
설해,2015-01-08,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
언애듀케이션,2010-03-18,드라마,,드라마,
파리투마르세유2주간의여행,2017-09-07,드라마,,드라마,
불청객,2010-09-30,SF/판타지/드라마,,SF/드라마/판타지,
바쿠만,2016-04-21,드라마,ja,드라마,ja
월터교수의마지막강의,2016-03-17,드라마,en,드라마,en
토리노의말,2012-02-23,드라마,,드라마,
미앤유,2014-02-27,드라마,,드라마,
그녀가부른다,2013-12-26,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
나부야나부야,2018-09-20,다큐멘터리,,다큐멘터리,
이티피페스티벌08x09서태지,2013-05-03,공연,,공연,
부모님과이혼하는방법,2016-05-12,드라마,en,드라마,en
쇼콜라,2017-03-09,드라마,fr,드라마,fr
앵두야연애하자,2013-06-06,드라마/멜로/로맨스/코미디,ko,드라마/로맨스/멜로/코미디,ko
언더더스킨,2014-07-17,SF/드라마,en,SF/드라마,en
콜드워,2013-09-05,범죄/액션,,범죄/액션,
하우투비,2010-01-28,코미디/드라마,,드라마/코미디,
굿타임,2018-01-04,범죄/드라마,,드라마/범죄,
막다른골목의추억,2019-04-04,멜로/로맨스,ja/ko,로맨스/멜로,ja/ko
분장,2017-09-27,드라마,ko,드라마,ko
밍크코트,2012-01-12,드라마,ko,드라마,ko
여배우공작단,2014-06-19,멜로/로맨스/드라마/코미디,ko,드라마/로맨스/멜로/코미디,ko
괴물들,2018-03-08,드라마,ko,드라마,ko
아이엠호프맨,2017-11-16,다큐멘터리,,다큐멘터리,
이웃집좀비,2010-02-18,공포(호러)/액션/코미디,,공포(호러)/액션/코미디,
토미카무비,2014-12-11,애니메이션,,애니메이션,
진저앤로사,2014-05-15,드라마,,드라마,
릴라와마법의책,2018-11-08,어드벤처/애니메이션,,애니메이션/어드벤처,
겁쟁이페달리라이드,2016-01-14,애니메이션,,애니메이션,
줄탁동시,2012-03-01,드라마,ko,드라마,ko
창피해,2011-12-08,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
팬텀라스트커맨더,2013-07-04,액션/스릴러,en,스릴러/액션,en
중화명탐정,2013-07-26,액션/스릴러,,스릴러/액션,
여배우는너무해,2014-02-27,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
디테일스,2013-04-11,코미디,,코미디,
샤크어택,2014-09-04,액션/공포(호러)/SF,,SF/공포(호러)/액션,
깨끗하고연약한,2014-10-30,멜로/로맨스/드라마,,드라마/로맨스/멜로,
노조키메,2016-08-10,공포(호러),,공포(호러),
마술피리,2014-08-02,공연,,공연,
바람의검심,2013-01-03,액션,ja/es,액션,es/ja
사이즈의문제,2010-04-15,드라마/코미디,,드라마/코미디,
조류인간,2015-02-26,드라마,ko,드라마,ko
백설공주의마지막키스,2014-05-01,드라마,,드라마,
히어애프터,2016-05-12,드라마,,드라마,
온더로드,2014-03-27,어드벤처/드라마,,드라마/어드벤처,
뮤즈드론즈월드투어실황,2018-07-12,공연,,공연,
더크로니클뮤턴트의반격,2015-11-12,SF/액션,ja,SF/액션,ja
엘로이즈그녀들의사랑,2014-02-06,드라마,,드라마,
바람에젖은여자,2017-05-25,코미디/드라마,,드라마/코미디,
내아내와결혼해주세요,2017-05-18,멜로/로맨스/드라마,ja,드라마/로맨스/멜로,ja
오마르,2015-02-05,드라마/스릴러,,드라마/스릴러,
사토미를찾아라,2014-10-16,코미디/멜로/로맨스,ko,로맨스/멜로/코미디,ko
미스테리어스스킨,2017-11-23,드라마,en,드라마,en
파밍보이즈,2017-07-13,다큐멘터리,ko,다큐멘터리,ko
이로도리인생2막,2013-09-27,드라마,,드라마,
브로큰,2013-07-18,드라마,,드라마,
리틀제이콥,2012-11-08,애니메이션,,애니메이션,
죽은자의제국,2016-02-25,애니메이션/SF,ja,SF/애니메이션,ja
태극권2014어전시위,2014-10-02,액션,,액션,
단델리온더스트,2012-05-10,드라마/가족,,가족/드라마,
매니악슬픈살인의기록,2013-07-04,공포(호러)/스릴러,,공포(호러)/스릴러,
대공습,2014-09-25,전쟁/액션/드라마,,드라마/액션/전쟁,
플러스원,2014-09-25,스릴러,,스릴러,
슈퍼쇼43d,2013-08-08,공연,,공연,
히어앤데어,2011-12-15,멜로/로맨스,,로맨스/멜로,
사랑은부엉부엉,2016-12-29,드라마/코미디/멜로/로맨스,fr,드라마/로맨스/멜로/코미디,fr
택시,2015-11-05,드라마,fa,드라마,fa
미세스하이드,2018-05-31,드라마,fr,드라마,fr
파티51,2014-12-11,다큐멘터리,,다큐멘터리,
웰컴투사우스,2012-12-13,코미디,,코미디,
꺼져버려종양군,2016-05-12,드라마/코미디/멜로/로맨스,,드라마/로맨스/멜로/코미디,
메가스파이더,2014-09-12,코미디/SF,,SF/코미디,
살인의강,2010-09-30,미스터리/드라마,ko,드라마/미스터리,ko
맹글혼,2015-11-26,드라마,en,드라마,en
일주일간친구,2017-12-28,멜로/로맨스/드라마,ja,드라마/로맨스/멜로,ja
하나식당,2018-11-22,드라마,ko,드라마,ko
양의나무,2018-10-18,스릴러,ja,스릴러,ja
뷰티풀레이디스,2016-11-10,드라마/범죄,fr,드라마/범죄,fr
아워즈,2014-04-16,드라마/스릴러,,드라마/스릴러,
다슬이,2011-11-24,드라마/가족,,가족/드라마,
레드툼,2015-07-09,다큐멘터리,,다큐멘터리,
톰오브핀란드,2018-08-30,드라마,de/en/fi,드라마,de/en/fi
해커스,2014-10-01,스릴러,fr/ru,스릴러,fr/ru
어떤여인의고백,2013-10-03,드라마/전쟁,,드라마/전쟁,
브레이킹,2014-08-21,액션/스릴러/공포(호러),,공포(호러)/스릴러/액션,
계몽영화,2010-09-16,드라마,ko,드라마,ko
투란도트,2016-02-07,공연,,공연,
22,2018-08-14,다큐멘터리,zh,다큐멘터리,zh
겁쟁이페달스페어바이크,2016-11-17,애니메이션,,애니메이션,
로크,2014-06-26,드라마/스릴러,,드라마/스릴러,
아메리칸패스토럴,2017-05-25,가족/드라마,en,가족/드라마,en
막걸스,2015-05-21,코미디,ko,코미디,ko
호박과마요네즈,2018-09-13,멜로/로맨스/드라마,,드라마/로맨스/멜로,
헝그리하트,2016-06-30,드라마/스릴러,en,드라마/스릴러,en
별나라몰리몬스터,2018-11-29,애니메이션/어드벤처,,애니메이션/어드벤처,
독도의영웅들,2016-02-18,다큐멘터리,,다큐멘터리,
더홈즈맨,2015-10-08,드라마/서부극(웨스턴),en,드라마/서부극(웨스턴),en
백자의사람조선의흙이되다,2012-07-12,드라마,ja/ko,드라마,ja/ko
마담보바리,2015-04-02,멜로/로맨스/드라마,,드라마/로맨스/멜로,
디브,2016-09-01,어드벤처/드라마/스릴러,,드라마/스릴러/어드벤처,
땅의여자,2010-09-09,다큐멘터리,ko,다큐멘터리,ko
뉴타입히어로얏타맨,2012-06-21,애니메이션,,애니메이션,
잔다라더비기닝,2013-09-05,멜로/로맨스/드라마,th,드라마/로맨스/멜로,th
행복까지30일,2016-06-09,드라마,,드라마,
아기와나,2017-11-23,드라마,ko,드라마,ko
바비,2012-10-25,드라마,ko,드라마,ko
마이페어웨딩,2015-06-04,다큐멘터리,ko,다큐멘터리,ko
탱고위드미,2013-08-29,드라마,,드라마,
피가로의결혼,2015-02-21,공연,,공연,
레나,2016-05-26,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
마이플레이스,2014-01-30,다큐멘터리,ko,다큐멘터리,ko
마이보이,2014-04-10,가족/드라마,ko,가족/드라마,ko
극장판꽃이피는첫걸음홈스위트홈,2014-07-17,애니메이션,,애니메이션,
인생면허시험,2015-10-29,드라마/멜로/로맨스,,드라마/로맨스/멜로,
노란코끼리,2013-11-14,멜로/로맨스,,로맨스/멜로,
바빌론의아들,2011-02-24,드라마,,드라마,
맨앤치킨,2016-05-04,코미디/드라마,,드라마/코미디,
못,2014-11-20,드라마,ko,드라마,ko
아쉬람,2010-02-25,드라마/멜로/로맨스,,드라마/로맨스/멜로,
오늘영화,2015-08-20,멜로/로맨스/기타,ko,기타/로맨스/멜로,ko
코리올라누스세기의라이벌,2013-07-11,전쟁/드라마/스릴러,,드라마/스릴러/전쟁,
나부코,2017-04-01,공연,,공연,
다른길이있다,2017-01-19,드라마,ko,드라마,ko
아이다,2015-07-01,공연,,공연,
남자와여자,2018-05-31,드라마,ko,드라마,ko
마터스,2016-10-20,공포(호러)/스릴러,en,공포(호러)/스릴러,en
정사,2014-10-30,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
슈퍼피쉬끝없는여정,2013-07-11,다큐멘터리,ko,다큐멘터리,ko
리스펙트,2018-11-28,다큐멘터리,ko,다큐멘터리,ko
호세마리아신부의길,2013-11-28,드라마,,드라마,
