MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
한강블루스,2016-09-22,한국,(주)맑은시네마
에스엠타운라이브인도쿄스페셜에디션3d,2012-10-11,한국,(주)에스비에스콘텐츠허브
해밀턴2살인면허,2013-06-14,스웨덴,(주)소나무픽쳐스
스티븐시걸의리벤지,2013-06-28,미국,(주)소나무픽쳐스
포르노그래픽러브,2013-08-09,불가리아,(주)소나무픽쳐스
언디스퓨티드1대100의혈투,2013-06-07,캐나다,(주)소나무픽쳐스
어펜더범죄와의전쟁,2013-04-26,영국,(주)소나무픽쳐스
아웃포스트블랙선,2013-06-20,영국,(주)소나무픽쳐스
뜨거운욕망,2013-07-12,프랑스,(주)소나무픽쳐스
식스블릿츠분노의추적,2013-08-16,미국,(주)소나무픽쳐스
사랑의유효기간은3년,2014-02-13,프랑스,(주)더블앤조이픽쳐스
시체전문처리반스머글러,2013-09-05,일본,(주)미디어데이
일본패망하루전,2016-08-11,일본,(주)시네마엔터/(주)모멘텀엔터테인먼트
원피스에피소드오브나미항해사의눈물과동료의인연,2014-11-06,일본,와이드 릴리즈(주)
드래곤빌리지화이트니스타운을구하라,2017-06-08,한국,(주)에픽캔
타이치2히어로,2014-07-24,중국,스크린조이
두번째여름두번다시만날수없는너,2019-01-23,일본,(주)브리즈픽처스/(주)영화사오원
드래곤아이즈,2012-12-20,미국,(주)소나무픽쳐스
간츠오,2017-05-11,일본,(주)미디어캐슬
카르멘,2012-11-10,독일,(주)케빈앤컴퍼니
들개들,2014-01-23,한국,골든타이드픽처스(주)
온투어,2012-04-05,프랑스,주식회사 마운틴픽쳐스
스트레인저인사이드,2013-09-26,덴마크,(주)미디어데이
필름시대사랑,2015-10-22,한국,(주)스마일이엔티
로우,2017-08-05,미국,유니버설픽쳐스인터내셔널 코리아(유)
베티블루372디오리지널,2016-07-28,프랑스,(주)디스테이션
와일드빌,2013-12-19,영국,어뮤즈
누나,2013-01-03,한국,어뮤즈
프린세스사쿠라,2013-10-02,일본,(주)미디어데이
청포도사탕17년전의약속,2012-09-06,한국,주식회사 마운틴픽쳐스
홈프론트하드액션,2014-06-19,미국,(주)팝엔터테인먼트
대부끝나지않은이야기,2013-06-20,프랑스,(주)팝엔터테인먼트
베이타운디스코,2013-09-12,미국,(주)미디어데이
악의교전,2013-08-29,일본,(주)팝엔터테인먼트
수호지가면영웅귀두,2013-01-31,중국,(유)조이앤컨텐츠그룹
체온그녀의온도,2013-09-26,일본,(주)미디어데이
비밀과외,2014-02-13,한국,(주)케이알씨지
가을소나타,2012-03-22,스웨덴,㈜영화사 백두대간
히어로,2010-11-18,한국,주식회사 마운틴픽쳐스
히든서스펙트,2013-05-23,미국,(주)미디어데이
원피스에피소드오브루피핸드아일랜드의모험,2014-12-10,일본,와이드 릴리즈(주)
캅카,2015-12-10,미국,와이드 릴리즈(주)
우리는그곳에있었다,2013-07-18,한국,주식회사 마운틴픽쳐스
파라다이스키스,2013-06-20,일본,(주)미디어이야기 
다이빙그녀에빠지다,2018-11-29,프랑스,(주)디스테이션
네버다이버터플라이,2013-10-17,한국,(주)랠리버튼
코드네임콜드워,2016-10-13,홍콩,롯데쇼핑㈜롯데엔터테인먼트/(주)퍼스트런
꽃보다처녀귀신,2015-01-15,한국,고구마콘텐츠허브(주)
아브릴과조작된세계,2016-12-15,프랑스/벨기에/캐나다,(주)영화사 진진
바리새인,2014-09-25,한국,(유)영화사 화수분
가시꽃,2013-08-22,한국,㈜인디스토리
열애,2014-07-23,한국,(주)케이알씨지
섹슈얼컴펄전,2013-06-13,캐나다,(주)미디어데이
이월,2019-01-30,한국,무브먼트
차일디쉬게임즈,2013-09-26,스페인,(주)소나무픽쳐스
무사4대문파와의혈투,2013-08-23,홍콩,(주)소나무픽쳐스
옴샨티옴,2013-02-14,인도,(주)미디어데이
시간의숲,2012-04-19,한국,씨제이이앤엠(주)
더패키지일급비밀,2013-07-26,미국,(주)소나무픽쳐스
댄서김의은밀한교수법,2013-10-02,한국,(주)베드픽쳐스
늑대인간,2013-09-12,스페인,(주)소나무픽쳐스
테러라인,2013-10-17,미국,(주)미디어데이
유니버셜솔저4클론의반란,2013-06-20,미국,(유)조이앤컨텐츠그룹
넘버스스테이션,2013-06-05,미국,(주)미디어데이
해결사,2013-01-24,인도,(주)소나무픽쳐스
맘대드,2018-07-18,미국,(주)박수엔터테인먼트
알렉산더절대영웅의탄생,2013-09-17,러시아,(주)소나무픽쳐스
중독애,2014-07-16,한국,(주)케이알씨지
잔다라더피날레,2014-05-01,태국,(주)퍼스트런
왕자가된소녀들,2013-04-18,한국,영희야 놀자
비밀의아코짱,2013-10-17,일본,(주)미디어데이
굿바이버클리,2016-03-10,미국,(주)영화사 진진
신데렐라,2018-12-01,미국,(주)인스터피씨엠
도노반스에코,2014-01-16,캐나다,(주)미디어데이
맥아더일본침몰에관한불편한해석,2014-07-17,미국,(주)소나무픽쳐스
투더원더,2014-03-06,미국,(주)미디어데이
치어리더캠프,2013-07-04,미국,(주)스넵쏘울
건,2013-12-26,미국,(주)미디어데이
유오성의7인의암살단,2014-07-16,중국,스크린조이
리틀이태리,2018-12-06,캐나다,(주)드림팩트엔터테인먼트
살인재능,2015-07-30,한국,㈜인디스토리
에비던스,2013-12-26,미국,(주)미디어로그
불량경찰부정부패소탕작전,2013-08-29,스페인,(주)소나무픽쳐스
넥스트투모로우,2013-07-11,미국,(주)케이알씨지
가자장미여관으로3방황,2014-10-08,한국,(주)케이알씨지
슬립리스나이트,2013-07-11,프랑스/벨기에/룩셈부르크,(주)소나무픽쳐스
레닌그라드900일간의전투,2013-01-20,러시아/영국,(주)소나무픽쳐스
플라워쇼,2016-10-27,아일랜드,(주)디스테이션
로봇g,2013-06-20,일본,브릿지웍스 엔터테인먼트(주)
우리동네포르노스타,2013-07-10,프랑스,(주)소나무픽쳐스
인허플레이스,2015-12-17,한국/캐나다,홀리가든
반딧불언덕에서,2012-11-01,일본,골든타이드픽처스(주)
디엔드인류최후의날,2013-03-13,스페인,(주)미디어데이
부기우기상위1의섹스,2013-06-20,영국,(주)소나무픽쳐스
김정일리아,2011-06-23,미국,㈜크래커픽쳐스
실종2,2017-11-30,한국,(주)드림팩트엔터테인먼트
오피서다운,2013-12-12,미국,(주)미디어데이
나의딸나의누나,2017-03-23,프랑스,판씨네마(주)
옥보단2012천하애정비법,2012-12-13,홍콩,(주)영화사폴
10일간의원나잇스탠드,2012-11-29,프랑스,(주)소나무픽쳐스
블라인드디텍티브,2014-01-23,홍콩/중국,(주)미디어데이
k미싱킹즈,2015-04-16,일본,(주)머스트씨무비릴리징컴퍼니
국경의왕,2019-02-28,한국,무브먼트/독립영화전용관 인디스페이스
미쓰마마,2012-10-18,한국,찬란
루팡3세칼리오스트로의성,2017-05-25,일본,(주)에이원엔터테인먼트
무민가족의한여름대소동,2013-06-20,핀란드/오스트리아 /폴란드,(주)나이너스엔터테인먼트
대상해,2013-04-06,중국/멕시코,(주)누리픽쳐스
아웃레이지,2010-12-02,일본,주식회사 마운틴픽쳐스
맥시멈컨빅션,2013-01-11,미국,(주)소나무픽쳐스
해피엔딩네버엔딩,2014-02-13,프랑스,(주)영화사 조제
그럼에도불구하고,2017-08-24,한국,영화배급협동조합 씨네소파
머펫대소동,2012-05-18,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
돈지오반니,2012-02-29,미국,(주)인스터피씨엠
수상한이웃들,2011-04-14,한국,(주)키노아이디엠씨
오늘도평화로운,2019-04-04,한국,(주)영화사 그램
풍운결,2013-10-31,홍콩,(주)케이알씨지
충격과공포,2018-09-06,미국,(주)박수엔터테인먼트
흔들리는물결,2016-10-27,한국,무브먼트
아이다,2013-08-03,미국,(주)인스터피씨엠
히트맨no2살인면허,2014-05-08,영국,스크린조이
련희와연희,2017-12-14,한국,M&M 인터내셔널
헬터스켈터,2013-05-09,일본,팝엔터테인먼트
스케치,2014-03-27,한국,브릿지웍스 엔터테인먼트(주)
화도대전,2014-10-08,중국,(주)소나무픽쳐스
들개,2014-04-03,한국,CGV아트하우스
마담b,2018-11-15,한국/프랑스,영화배급협동조합 씨네소파
옹알스,2019-05-30,한국,(주)리틀빅픽쳐스
수호지영웅천하손립,2013-11-13,중국,(주)케이알씨지
두개의연애,2016-04-14,한국,(주)드림팩트엔터테인먼트
슈퍼스타,2012-06-07,한국,주식회사 마운틴픽쳐스
전망좋은집,2012-10-25,한국,(주)마인스 엔터테인먼트
소녀의세계,2018-11-29,한국,(주)드림팩트엔터테인먼트
명령불복종교사,2015-05-14,한국,(주)인디플러그
양자탄비,2012-03-22,중국,(주)엠레콘
5쿼터,2012-08-23,미국,(주)토러스엔터테인먼트
주윤발의도성풍운,2014-03-06,홍콩,예지림엔터테인먼트
스롤란마이러브,2012-02-09,독일,(주)엣나인필름
폭력의씨앗,2017-11-02,한국,찬란
파리36의기적,2011-02-17,프랑스/체코/독일,(주)영화사 진진
라트라비아타,2018-03-04,독일,(주)케빈앤컴퍼니
서툴지만사랑,2015-12-10,일본,(주)이수C&E
라트라비아타,2017-01-22,독일,(주)케빈앤컴퍼니
노후대책없다,2017-06-29,한국,서울독립영화제
왠유어스트레인지,2010-12-23,미국,(주)영화사 조제
카르멘,2015-04-11,미국,(주)인스터피씨엠
대영웅소남인,2014-12-24,말레이시아,(주)소나무픽쳐스
400번의구타,2016-04-13,프랑스,㈜영화사 백두대간
죽지않아,2013-08-08,한국,씨네굿
엘리스헤지나,2017-12-07,브라질,(주)드림팩트엔터테인먼트
배드블러드,2013-04-24,홍콩,(주)수키픽쳐스
코리올라누스,2016-11-10,영국,메가박스중앙(주)
파일4022일의사육,2015-12-10,한국,골든타이드픽처스(주)
에드워드,2017-12-07,캐나다,(주)영화사 그램
덫치명적인유혹,2015-09-17,한국,골든타이드픽처스(주)
사랑의묘약,2013-03-09,미국,(주)인스터피씨엠
성범죄수사대,2014-10-16,중국,(주)소나무픽쳐스
개인교수2014,2014-10-08,미국,(주)소나무픽쳐스
나는증인이다,2016-09-14,한국/중국,(주)문와쳐
쌍자신투,2014-10-16,홍콩,(주)소나무픽쳐스
시베리아횡단열차대탈주,2014-10-23,러시아,(주)소나무픽쳐스
진링의13소녀,2013-11-14,중국,(유)영화사 화수분
딜쿠샤,2016-11-24,한국,(주)리틀빅픽쳐스
트러블메이커,2014-01-09,미국,(주)앤드플러스미디어웍스
친애하는우리아이,2018-11-01,일본,아이 엠
신검전설,2013-07-24,중국/홍콩,(주)수키픽쳐스
마드모아젤c,2014-01-02,프랑스,(주)미디어데이
레바논감정,2014-02-27,한국,어뮤즈
브레인온파이어,2017-12-07,영국,와이드 릴리즈(주)
리버로드,2017-03-30,중국,주식회사 골든럭
10000km만킬로미터,2015-07-16,스페인,주식회사 쇼미미디어앤트레이딩
음모자들,2014-06-12,홍콩/중국,(유)조이앤컨텐츠그룹
밀월도가는길,2012-03-08,한국,씨제이이앤엠(주)
유키와니나,2010-07-15,프랑스,(주)영화사 진진
세비야의이발사,2015-02-04,프랑스,에스디시코리아 주식회사
성난화가,2015-06-18,한국/에스토니아,(주)트리필름
공각기동대신극장판,2017-04-20,일본,(주)레인메이커필름/(주)모멘텀엔터테인먼트
슬리핑뷰티,2011-10-20,호주,주식회사 마운틴픽쳐스
술이깨면집에가자,2012-07-12,일본,(주)영화사조아
딥씨챌린지,2017-11-30,미국,(주)영화사오원
제프벡로니스콧라이브,2010-07-22,영국,㈜씨에이엔
비키니대작전,2013-09-06,홍콩,(주)소나무픽쳐스
바후발리더비기닝,2016-11-10,인도,팔레드시네마(주)
호스틸,2018-08-23,프랑스,영화사 마농(주)
개dogeatdog,2015-03-05,한국,어썸피플/어뮤즈
쎄븐플로어,2014-09-15,스페인,(주)더블앤조이픽쳐스
사랑은당신,2013-11-28,이탈리아,(주)팝엔터테인먼트
철의꿈,2014-11-13,한국,(주)영화사 진진
버블패밀리,2018-12-20,한국,무브먼트
바바라,2013-03-21,독일,(주)영화사 조제
바라축복,2014-06-05,부탄/미국,(유)영화사 화수분
라트라비아타,2012-10-23,미국,(주)인스터피씨엠
파라노말액티비티도쿄나이트,2011-12-01,일본,주식회사 마운틴픽쳐스
게이트완결판,2018-06-21,한국,(주)제이앤씨미디어그룹
리틀디제이,2010-03-11,일본,주식회사 마운틴픽쳐스
더히어로,2018-02-01,미국,(주)디스테이션
노르마,2018-03-03,미국,(주)인스터피씨엠
슈퍼스톰,2014-05-15,미국,스크린조이
테레즈데케루,2014-12-04,프랑스,㈜영화사 백두대간
시크릿,2013-08-29,미국,(주)미디어데이
리저너블다우트,2014-10-02,독일,와이드 릴리즈(주)
랑랑라이브인런던,2014-03-27,독일,그린나래미디어(주)
소설영화와만나다,2013-11-21,한국,(재)전주국제영화제조직위원회
사랑에미치다,2016-08-31,미국,와이드 릴리즈(주)
마농레스코,2016-08-06,미국,(주)인스터피씨엠
마담버터플라이,2016-09-03,미국,(주)인스터피씨엠
넬리,2017-08-24,캐나다,노바엔터테인먼트 
굿바이마이러브nk붉은청춘,2019-05-02,한국,(주)시네마달
나의연기워크샵,2017-12-28,한국,무브먼트
애니멀타운,2011-03-10,한국,퍼즐엔터테인먼트
맥베스,2018-10-07,독일,(주)케빈앤컴퍼니
희망의별이퀘지레템바,2010-10-07,한국,주식회사 마운틴픽쳐스
샤크스톰,2014-09-24,미국,스크린조이
어둔밤,2018-09-06,한국,(주)영화사오원
오텔로,2016-03-05,미국,(주)인스터피씨엠
극장판프리타임리스메들리약속,2018-04-12,일본,(주)디스테이션
춘천춘천,2018-09-26,한국,무브먼트
로미오와줄리엣,2017-06-03,미국,(주)인스터피씨엠
산하고인,2016-03-10,중국/프랑스/일본,(주)에스와이코마드
하이스트렁,2018-01-04,미국/루마니아,(주)영화사 진진
루살카,2017-07-01,미국,(주)인스터피씨엠
범죄의제국,2015-08-06,미국,(주)로드하우스
아이디에이,2012-11-22,덴마크,(주)마인스 엔터테인먼트
평범한날들,2011-09-29,한국,㈜인디스토리
극장판푸른강철의아르페지오아르스노바카덴차,2016-08-04,일본,(주)머스트씨무비릴리징컴퍼니
엣지오브타임,2014-08-14,캐나다,스크린조이
s중독자의고백,2011-12-29,스페인,팝엔터테인먼트
비치온더비치,2016-12-08,한국,(주)로카
숲의전설,2014-07-24,핀란드,㈜영화사 백두대간
얼굴도둑,2016-05-19,프랑스,(주)미디어로그
헛소동,2017-07-27,미국,㈜영화사 백두대간
하숙집2,2016-01-07,한국,(주)소나무픽쳐스
극장판프리타임리스메들리인연,2018-04-12,일본,(주)디스테이션
오목소녀,2018-05-24,한국,㈜인디스토리
더트리,2012-09-13,프랑스/호주,골든타이드픽처스(주)
좋은친구들,2013-03-28,한국,(주)마인스 엔터테인먼트
맨온와이어,2010-02-04,영국/미국,(주)영화사 진진
데이빗린치아트라이프,2017-09-21,미국,(주)에스와이코마드
푸른수염,2010-04-01,프랑스,오드
체르노빌다이어리,2014-02-13,미국,(주)미디어데이
할리우드폭로전,2014-02-06,미국,(주)수키픽쳐스
열여덟열아홉,2012-03-01,한국,(주)키노아이디엠씨
나는야한여자가좋다2,2014-10-01,한국,(주)케이알씨지
뽕똘,2011-08-25,한국,(주)영화사 진진
히치하이크,2019-03-14,한국,무브먼트
특수부대전랑2,2017-11-30,중국,아이 엠
카이츠,2013-10-24,인도,(주)미디어데이
파리오페라발레갈라쇼,2015-05-02,프랑스,에스디시코리아 주식회사
해원,2018-05-10,한국,레드무비
스톰둠스데이,2014-10-01,미국,(주)케이알씨지
맥베스,2015-01-24,미국,(주)인스터피씨엠
나비와바다,2013-01-24,한국,(주)시네마달
오페라호프만의이야기,2010-02-06,미국,㈜메가박스
노아40일간의기적,2014-08-13,미국,(주)케이알씨지
위험한유혹추억이떠나면외로움만남는다,2014-09-17,한국,(주)케이알씨지
피케이별에서온얼간이감독판,2015-09-03,인도,(주)와우픽쳐스
